city,cluster,latitude,longitude
"Newport, TN",0,35.9670412,-83.1876578
"Niles, MI",1,42.0289319,-87.8122348
"Nogales, AZ",1,31.3402134,-110.936081
"Norfolk, NE",4,42.0283379,-97.4169964
"North Platte, NE",0,41.1238873,-100.7654232
"North Port, FL",2,27.044224,-82.2359254
"North Vernon, IN",1,39.006165,-85.6235796
"North Wilkesboro, NC",1,36.1584651,-81.1475841
"Norwalk, OH",1,41.2424219,-82.6155745
"Norwich, CT",0,41.5243537,-72.0759008
"Oak Harbor, WA",0,48.2931559,-122.643224
"Oakland, CA",3,37.8044557,-122.271356
"Ocala, FL",1,29.1871986,-82.1400923
"Ocean City, NJ",0,39.2776156,-74.5746001
"Odessa, TX",1,31.8457149,-102.367687
"Ogden, UT",1,41.2230048,-111.9738429
"Ogdensburg, NY",1,44.694285,-75.486374
"Oil City, PA",4,41.433948,-79.706441
"Okeechobee, FL",1,27.3923408,-80.8873655
"Oklahoma City, OK",1,35.4729886,-97.5170536
"Olean, NY",1,42.0775022,-78.4298248
"Olympia, WA",0,47.0451022,-122.8950075
"Omaha, NE",1,41.2587459,-95.9383758
"Oneonta, NY",1,42.453492,-75.0629531
"Ontario, OR",1,44.0265525,-116.9629378
"Opelousas, LA",1,30.5335302,-92.081509
"Orangeburg, SC",4,33.4918203,-80.8556476
"Orlando, FL",2,28.5421109,-81.3790304
"Oshkosh, WI",0,44.0206919,-88.5408574
"Oskaloosa, IA",0,41.2951037,-92.6448451
"Othello, WA",1,46.8259742,-119.175291
"Ottawa, IL",0,41.3516628,-88.845436
"Ottawa, KS",1,39.1273653,-97.6568094
"Ottumwa, IA",4,41.0195659,-92.4116886
"Owatonna, MN",0,44.0839937,-93.2261076
"Owensboro, KY",0,37.7742152,-87.1133304
"Oxford, MS",0,34.3663773,-89.5187664
"Oxnard, CA",0,34.1976308,-119.180381
"Ozark, AL",0,31.4584764,-85.6405865
"Paducah, KY",1,37.0833893,-88.6000478
"Pahrump, NV",1,36.2087301,-115.984614
"Palatka, FL",4,29.6487882,-81.6372111
"Palestine, TX",1,31.7621153,-95.6307891
"Palm Bay, FL",1,27.9946969,-80.6366144
"Panama City, FL",1,30.1586518,-85.6602936
"Paragould, AR",1,36.0584021,-90.4973286
"Paris, TN",1,36.3019461,-88.3258578
"Paris, TX",1,33.6617962,-95.555513
"Parkersburg, WV",4,39.2667309,-81.5620755
"Parsons, KS",4,37.3407838,-95.2596295
"Payson, AZ",0,34.2406479,-111.323026
"Pearsall, TX",4,28.8921939,-99.095033
"Pella, IA",4,41.4073138,-92.9174074
"Pensacola, FL",1,30.421309,-87.2169149
"Peoria, IL",1,40.6938609,-89.5891008
"Peru, IN",4,40.7537253,-86.0690325
"Philadelphia, PA",1,39.9527237,-75.1635262
"Phoenix, AZ",2,33.4484367,-112.074141
"Picayune, MS",1,30.5254692,-89.6795084
"Pierre, SD",1,44.3683644,-100.351136
"Pine Bluff, AR",4,34.2228884,-92.004334
"Pinehurst, NC",0,35.1951981,-79.4692796
"Pittsburg, KS",4,37.4108841,-94.70496
"Pittsburgh, PA",1,40.4416941,-79.9900861
"Pittsfield, MA",0,42.4484778,-73.2541069
"Plainview, TX",1,34.1847936,-101.706841
"Platteville, WI",1,42.7342942,-90.4784451
"Plattsburgh, NY",1,44.6960855,-73.4542915
"Plymouth, IN",1,41.3436555,-86.3097278
"Pocatello, ID",1,42.8620287,-112.450627
"Point Pleasant, WV",4,38.8445251,-82.1370889
"Ponca City, OK",1,36.703647,-97.081898
"Pontiac, IL",1,40.8808666,-88.6297839
"Poplar Bluff, MO",1,36.7563166,-90.3944869
"Port Angeles, WA",0,48.118146,-123.430741
"Port Lavaca, TX",0,28.6149968,-96.6260892
"Port St. Lucie, FL",1,27.2939333,-80.3503283
"Portales, NM",1,34.1859636,-103.3373367
"Portland, ME",0,43.6573605,-70.2586618
"Portland, OR",2,45.5202471,-122.674194
"Portsmouth, OH",1,38.7345374,-82.9962742
"Pottsville, PA",1,40.6851324,-76.1953701
"Poughkeepsie, NY",0,41.7065539,-73.9283672
"Prescott Valley, AZ",0,34.5950776,-112.3338634
"Price, UT",4,39.5994095,-110.810714
"Prineville, OR",1,44.2998261,-120.834972
"Providence, RI",0,41.8239891,-71.4128343
"Provo, UT",0,40.2337289,-111.6587085
"Pueblo, CO",1,38.263995,-104.6141867
"Pullman, WA",0,46.7304268,-117.173895
"Punta Gorda, FL",1,26.9351529,-82.0512058
"Quincy, IL",1,39.9356016,-91.4098727
"Racine, WI",0,42.7313756,-87.7834769
"Raleigh, NC",1,35.7803977,-78.6390989
"Rapid City, SD",0,44.0806041,-103.228023
"Raymondville, TX",4,26.4814565,-97.783051
"Reading, PA",1,40.335345,-75.9279495
"Red Bluff, CA",1,40.1784279,-122.235923
"Red Wing, MN",1,44.5624676,-92.5338013
"Redding, CA",1,40.5863563,-122.391675
"Reno, NV",0,39.5261206,-119.8126581
"Rexburg, ID",1,43.8235163,-111.787022
"Richmond, IN",1,39.8286897,-84.8898521
"Richmond, KY",0,37.7478572,-84.2946539
"Richmond, VA",1,37.5385087,-77.43428
"Rio Grande City, TX",4,26.3827771,-98.8205251
"Riverside, CA",2,33.9824949,-117.374238
"Riverton, WY",0,43.0247245,-108.380727
"Roanoke Rapids, NC",4,36.4558016,-77.6573514
"Roanoke, VA",1,37.270973,-79.9414313
"Rochelle, IL",4,41.9239178,-89.0687074
"Rochester, MN",0,44.0234387,-92.4630182
"Rochester, NY",0,43.157285,-77.615214
"Rock Springs, WY",1,41.5860557,-109.2194544
"Rockford, IL",1,42.2713945,-89.093966
"Rockingham County, NH",0,42.9966675,-71.1003143
"Rockingham, NC",4,36.3926798,-79.744144
"Rockport, TX",1,28.0205733,-97.0544341
"Rocky Mount, NC",1,35.9423833,-77.7956949
"Rolla, MO",1,37.9509324,-91.7708076
"Rome, GA",1,34.257038,-85.1646726
"Roseburg, OR",1,43.216505,-123.3417381
"Roswell, NM",1,33.3943282,-104.5229518
"Ruidoso, NM",0,33.3315804,-105.673099
"Russellville, AR",1,35.2784173,-93.1337856
"Ruston, LA",4,32.5297498,-92.6386604
"Rutland, VT",0,43.6084792,-72.9724768
"Sacramento, CA",0,38.5810606,-121.493895
"Safford, AZ",1,32.8332732,-109.7131698
"Saginaw, MI",1,43.4200387,-83.9490365
"Salem, OH",1,40.9008923,-80.8567502
"Salem, OR",0,44.9391565,-123.033121
"Salinas, CA",3,36.6744117,-121.655037
"Salt Lake City, UT",1,40.7596198,-111.886797
"San Angelo, TX",4,31.4649685,-100.4405094
"San Antonio, TX",2,29.4246002,-98.4951405
"San Diego, CA",2,32.7174202,-117.162772
"San Francisco, CA",3,37.7792588,-122.4193286
"San Jose, CA",3,37.3361663,-121.890591
"San Luis Obispo, CA",0,35.3540209,-120.375716
"San Rafael, CA",3,37.9747795,-122.5316686
"Sandpoint, ID",0,48.2765903,-116.553247
"Sandusky, OH",4,41.2951563,-83.1555438
"Sanford, NC",0,35.4798757,-79.1802994
"Santa Cruz, CA",3,37.050096,-121.99059
"Santa Fe, NM",0,35.6876096,-105.938456
"Santa Maria, CA",3,34.9531295,-120.435857
"Santa Rosa, CA",3,38.4404925,-122.7141049
"Sault Ste. Marie, MI",1,46.4976734,-84.3476583
"Savannah, GA",1,32.0790074,-81.0921335
"Sayre, PA",1,41.9789631,-76.515499
"Scottsbluff, NE",1,41.862302,-103.6627088
"Scottsboro, AL",1,34.6731323,-86.0338765
"Scottsburg, IN",1,38.685614,-85.7702451
"Scranton, PA",1,41.4086874,-75.6621294
"Searcy, AR",1,35.9018987,-92.7098744
"Seattle, WA",3,47.6038321,-122.330062
"Sebastian, FL",1,27.816415,-80.4706078
"Sebring, FL",1,27.4957453,-81.4410425
"Sedalia, MO",1,38.7098314,-93.2295515
"Selinsgrove, PA",0,40.8062437,-76.8607084
"Selma, AL",4,32.4078632,-87.0207473
"Seneca Falls, NY",0,42.910719,-76.7967848
"Seneca, SC",0,34.6865321,-82.9527288
"Sevierville, TN",0,35.8672932,-83.5657167
"Seymour, IN",1,38.9592201,-85.8902547
"Shawano, WI",0,44.7817214,-88.7118868
"Shawnee, OK",1,35.3272928,-96.9253004
"Sheboygan, WI",0,43.7128967,-87.9370433
"Shelby, NC",1,35.2923513,-81.5356463
"Shelbyville, TN",1,35.483406,-86.4602717
"Shelton, WA",0,47.2150945,-123.100706
"Sheridan, WY",0,44.7947537,-106.8222688
"Sherman, TX",1,36.2452294,-101.8858689
"Show Low, AZ",0,34.2542084,-110.029832
"Shreveport, LA",1,32.5135356,-93.7477839
"Sidney, OH",0,40.284241,-84.1555267
"Sierra Vista, AZ",1,31.5545973,-110.2997756
"Sikeston, MO",1,36.876719,-89.5878579
"Silver City, NM",0,32.7711825,-108.2764164
"Sioux City, IA",1,42.4966815,-96.4058782
"Sioux Falls, SD",0,43.5476008,-96.7293629
"Snyder, TX",4,32.7180803,-100.918231
"Somerset, KY",1,37.0920222,-84.6041084
"Somerset, PA",4,39.9980022,-79.0415528
"Sonora, CA",0,37.985304,-120.3835349
"South Bend, IN",1,41.6833813,-86.2500066
"Spartanburg, SC",1,34.9498007,-81.9320157
"Spearfish, SD",0,44.490817,-103.85937
"Spencer, IA",4,43.1415519,-95.1477536
"Spirit Lake, IA",0,43.4224868,-95.1024729
"Spokane, WA",0,47.6571934,-117.42351
"Springfield, IL",1,39.7990175,-89.6439575
"Springfield, MA",0,42.1018764,-72.5886727
"Springfield, MO",1,37.2081729,-93.2922715
"Springfield, OH",1,39.9234046,-83.810138
"St. Cloud, MN",1,45.5616075,-94.1642004
"St. George, UT",0,37.104153,-113.584131
"St. Joseph, MO",1,39.7686055,-94.8466322
"St. Marys, GA",0,30.7305142,-81.5464928
"St. Marys, PA",0,41.4280432,-78.5611275
"State College, PA",0,40.7944504,-77.8616386
"Statesboro, GA",1,32.4490141,-81.7832912
"Staunton, VA",1,38.1495947,-79.072557
"Steamboat Springs, CO",3,40.4848003,-106.831735
"Stephenville, TX",0,32.2191836,-98.2130634
"Sterling, CO",0,40.6255415,-103.207709
"Sterling, IL",1,41.788253,-89.6953656
"Stevens Point, WI",0,44.5234467,-89.5844457
"Stillwater, OK",1,36.1156306,-97.0585717
"Stockton, CA",0,37.9577016,-121.290779
"Storm Lake, IA",1,42.6452817,-95.1992726
"Sturgis, MI",0,44.414477,-103.509139
"Sulphur Springs, TX",1,33.1384886,-95.6010143
"Summerville, GA",1,34.480642,-85.3477343
"Sumter, SC",1,33.9204354,-80.3414693
"Sunbury, PA",4,40.8619754,-76.7936252
"Susanville, CA",0,40.4162842,-120.653006
"Sweetwater, TX",4,32.4709519,-100.405938
"Syracuse, NY",0,43.0481221,-76.1474244
"Tacoma, WA",0,47.2455013,-122.438329
"Tahlequah, OK",1,35.91537,-94.969956
"Talladega, AL",1,33.3967079,-86.1597137
"Tallahassee, FL",1,30.4380832,-84.2809332
"Tampa, FL",2,27.9477595,-82.458444
"Taylorville, IL",1,39.5487452,-89.2941549
"Terre Haute, IN",1,39.4667025,-87.4139119
"Texarkana, TX",4,33.44667445,-94.07714830522016
"The Dalles, OR",0,45.6015056,-121.1841587
"The Villages, FL",1,28.8759024,-81.98457902636167
"Thomaston, GA",0,32.8881879,-84.3265855
"Thomasville, GA",1,30.8365815,-83.9787808
"Tiffin, OH",1,41.114485,-83.1779537
"Tifton, GA",1,31.4549719,-83.5108284
"Toccoa, GA",1,34.5774368,-83.332881
"Toledo, OH",1,41.6529143,-83.5378173
"Topeka, KS",1,39.049011,-95.677556
"Torrington, CT",1,41.8006523,-73.1212214
"Traverse City, MI",0,44.7606481,-85.6165976
"Trenton, NJ",0,40.2203074,-74.7659
"Troy, AL",0,31.8087678,-85.969951
"Truckee, CA",0,39.327962,-120.1832533
"Tucson, AZ",1,32.2228765,-110.974847
"Tullahoma, TN",0,35.3620235,-86.2094342
"Tulsa, OK",1,36.1563122,-95.9927516
"Tupelo, MS",1,34.2576067,-88.7033859
"Tuscaloosa, AL",1,33.2095614,-87.5675258
"Twin Falls, ID",1,42.5558542,-114.4700684
"Tyler, TX",1,32.3512601,-95.3010624
"Ukiah, CA",0,39.1501662,-123.2077861
"Union City, TN",4,36.4242303,-89.0570096
"Union, SC",4,34.6941696,-81.642794
"Urbana, OH",1,40.1083912,-83.7524298
"Utica, NY",1,43.1009031,-75.2326641
"Uvalde, TX",4,29.300357,-99.7733181
"Valdosta, GA",1,30.8327022,-83.2784851
"Vallejo, CA",0,38.1040864,-122.2566367
"Van Wert, OH",0,40.8014651,-84.600988
"Vermillion, SD",0,42.7795273,-96.929101
"Vernal, UT",0,40.4556825,-109.528474
"Vernon, TX",4,34.1513105,-99.2860857
"Vicksburg, MS",0,32.3528055,-90.8777342
"Victoria, TX",1,28.8026443,-96.9766308
"Vidalia, GA",1,32.2176855,-82.4134614
"Vincennes, IN",4,38.6772691,-87.5286325
"Vineland, NJ",0,39.4862777,-75.0254256
"Vineyard Haven, MA",3,41.4542914,-70.6038026
"Virginia Beach, VA",1,36.8496579,-75.9760751
"Visalia, CA",0,36.3302284,-119.292058
"Wabash, IN",1,40.8065352,-85.7833563
"Waco, TX",1,31.5491899,-97.1474628
"Wahpeton, ND",0,46.265879,-96.608863
"Walla Walla, WA",0,46.2055155,-118.5174284
"Wapakoneta, OH",0,40.5678265,-84.1935594
"Warner Robins, GA",1,32.6200973,-83.606568
"Warren, MI",1,41.8119602,-79.2654452
"Warren, PA",1,41.8119602,-79.2654452
"Warrensburg, MO",1,38.7624373,-93.7409596
"Warsaw, IN",1,41.2381017,-85.8530544
"Washington Court House, OH",1,39.5364511,-83.4390843
"Washington, DC",2,38.8950368,-77.0365427
"Washington, IN",1,38.5612578,-86.1179768
"Washington, NC",1,35.8725573,-76.6215245
"Waterloo, IA",1,42.498275,-92.3328743
"Watertown, NY",1,43.9747838,-75.9107565
"Watertown, SD",0,44.899211,-97.115289
"Watertown, WI",0,43.194335,-88.7241822
"Wauchula, FL",1,27.5472589,-81.8114715
"Wausau, WI",0,44.9597858,-89.6272791
"Waycross, GA",1,31.2135511,-82.3540178
"Weatherford, OK",1,35.5261633,-98.7075744
"Weirton, WV",4,40.4002396,-80.5899788
"Wenatchee, WA",0,47.4234599,-120.310349
"West Palm Beach, FL",2,26.715364,-80.0532942
"West Plains, MO",1,36.7281652,-91.8525756
"Wheeling, WV",1,40.0639616,-80.7209149
"Whitewater, WI",0,42.8339562,-88.7306517
"Wichita Falls, TX",1,33.9004572,-98.5020777
"Wichita, KS",1,37.6922361,-97.3375448
"Williamsport, PA",1,41.2411556,-77.0011096
"Williston, ND",1,48.1465457,-103.621814
"Willmar, MN",0,45.1219492,-95.0435373
"Wilmington, DE",0,39.7459468,-75.546589
"Wilmington, NC",0,34.2257282,-77.9447107
"Wilmington, OH",1,39.4453393,-83.8285375
"Wilson, NC",1,35.7059114,-77.9175714
"Winchester, VA",0,39.1852184,-78.1652404
"Winfield, KS",4,37.2397486,-96.9955919
"Winnemucca, NV",1,40.9724295,-117.734802
"Winona, MN",0,44.0500054,-91.6392294
"Winston-Salem, NC",1,36.0998131,-80.2440518
"Wisconsin Rapids, WI",1,44.3917589,-89.8228767
"Woodward, OK",4,36.374499,-99.2455382
"Wooster, OH",1,40.7980976,-81.9397733
"Worcester, MA",0,42.2625621,-71.8018877
"Worthington, MN",0,43.6205056,-95.5956434
"Yakima, WA",0,46.601557,-120.510842
"Yankton, SD",0,42.8712938,-97.3967011
"York, PA",0,39.962493,-76.7276989
"Youngstown, OH",1,41.1035786,-80.6520161
"Yuba City, CA",0,39.1404477,-121.6169108
"Yuma, AZ",0,32.723268,-114.6179954
"Zanesville, OH",1,39.9401426,-82.005019
